;sotok;summa;keys;url;text
754;16;29000;['/4-bedrooms'. '/no'. '/novo-pokrovka'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-4-komnaty-id-73892790;Продается дом с. Новопокровка ул.Мичурина 207(пересекает ул.Маяковского). требуется ремонт снаружи.Участок 15.6 соток .Скважина в огороде .есть колодец для полива.До дома идёт новый асфальт.Или меняю на 1 ком. кв.с лоджией в юж.  микр.на 1-2 этаже.  
135;16;27000;['/6-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-6-komnat-id-82444644;Продаётся дом в городе талас в селе Кок Ой. возле леса. общая площадь 16сот. имеется баня.гараж. сарай. 6комнатная и двух комнатная времянка. есть варианты 
268;16;25000;['/5-bedrooms'. '/kant'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-125-kv-m-5-komnat-id-63879875;Звонить по телефону!!!  Срочно!!! Срочная цена!!! Продаю дом в с. Дмитриевка город Кант. Все условия в доме . Сан узел. горячая/холодная вода. 4 комнаты +кухня
71;16;25000;['/4-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-78962694;Продается дом в Иссык кульской области Жети Огузском районе в селе Кичи Жаргылчак участок 16соток дом из 4комнат есть абрикосы и яблони дают плоды
372;16;20000;['/3-bedrooms'. '/kant'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-1600-kv-m-3-komnaty-id-83455545;"Продаю дом 16сот. село ""Интернациональное"" имеются пристройки: баня. кладовки. летняя кухня. Или меняю на 1 ком. квартиру в г.Кант. Все вопросы по тел."
64;16;17000;['/4-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-76758804;Продается дача с.Нижняя Серафимовка. участок 16сот. дом двухэтажный.  с отоплением. утепленный. с мебелью. Красная книга есть.
209;16;15000;['/4-bedrooms'. '/kant'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-4-komnaty-id-67218168;Срочно. срочно.срочно продается дом.ыссык-атинский р-н село туз.вода внутри  .соседи хорошие. огород большой. школа.магазин и остановка рядышком. Срочно!!!Звоните .цена окончательно 
339;15;70000;['/5-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-150-kv-m-5-komnat-id-83897488;"Продаю участок с недостроенным трехэтажным домом. Иссык-Куль.Бостери. золотые пески. до пляжа 200-300 метров. участок расположен в очень хорошем месте. рядом с пансионатом ""Ayan Resort"" красная книга всё есть. площадь участка 15 сот. Можно под бизнес. участок полностью огорожен"
3;15;70000;['/4-bedrooms'. '/novopavlovka'. '/owner'];https://lalafo.kg/bishkek/ads/prodaem-domselo-novopavlovka-centralnaa-doroga-bazar-zara-id-77545797;
425;15;65000;['/7-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-200-kv-m-7-komnat-id-73144559;Продаю в г.Каракол  два дома.двухуровневый дом .рядом ещё один 4х комн.дом.Район хороший.участок поливной.15 соток.дом новый. угловой.солнечная сторона.очень хороший.строили для себя.качественно.
358;15;65000;['/7-bedrooms'. '/maevka'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-15884-kv-m-7-komnat-id-60689308;Продажа дома от собственника 158.3 кв/м Продаётся благоустроенный дом.В доме 4 спальных комнат 2 гостевых. зал.кухня.коридор.ванная.На участке имеется ещё один дом из 2х больших комнат и коридор .имеется на улице летняя кухня .Хоз постройки сарай огород территория большая.От города 15 мин рядом аэропорт (14км)рядом также рынок Дордой.Общая площадь 15соток имеется красная книга.имеется все условия  заходи живи .очень в хорошем месте от дороги (объездной 5 мин ) рядом имеется мечеть 2 магазина .школа .хороший торг на месте звоните!!!
247;15;65000;['/6-bedrooms'. '/owner'. '/tokmok'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-6-komnat-id-81379567;Продаётся дом с озером г. токмок ул.Зеленая. Дом из 5 комнат удобства в доме. Кухня отдельно 2 комнаты большая. Отопление газ. свет. уголь комбинированное. Сарай на 10 голов. сеновал. огород. озеро готовой для выращивания рыб. Все остальное по телефону 
977;15;60000;['/4-bedrooms'. '/owner'. '/prigorodnoe'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-96-kv-m-4-komnaty-id-80052459;Срочно продаю дом вариантов очень много можно под бизнес квартирантам... Участок 15сот. Трехфазный. природный газ. Красная книга  Тупиковая улица. тихий район. Село Пригородное торг возможен
377;15;55000;['/7-bedrooms'. '/no'. '/owner'. '/sokuluk'];https://lalafo.kg/bishkek/ads/prodam-dom-170-kv-m-7-komnat-id-73107765;Продается двух этажный свеже построенный дом. расположен в с. Сокулук. с. Арал. В селе имеется школа. озеро. речка. ФАП. интернет и мн. другое. Дом очень крепкий. 1 этаж стены в два кирпича. 2 этаж стены в полтора кирпича.примерно 170 кв.м. На данный момен дом готов на 70% надо сделать отопление и отделку. двери и окна имеются.Участок 15соток. имеются хоз постройки: сеновал на 1000 тюков. сарай на 20 голов скотины. погреб на 1000 банок. яма для ремонта машины. мастерской. Так же имеется времянка на 30 кв.м. во время ремонта дома. можно пожить во времянке. Так же имеется сад. собственный артезиан со 100 метровой скважиной. Очень много пастбищной земли. Село находится в 10 минутах от центра сокулук (3 км). Прошу 55 000$ договоримся! Продаю или меняю! Обмен на квартиру в городе.
53;15;55000;['/4-bedrooms'. '/ges-2'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-71330120;Продам хороший. тёплый дом в 5 мин.езды до аламединского рынка. Р-н гэс2.4-х  ком.. Площадь100 м2..участок 15 соток.теплые полы во всём доме. отопление уголь и электричество. 3 фазы. хоз.постройки.баня.2 комн. Летняя кухня.навес.двор бетонированный 10*10м
969;15;55000;['/4-bedrooms'. '/ges-2'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-95-kv-m-4-komnaty-id-48680818;Продам дом.Участок 15 соток.дом 95 кв.м.тёплый из шлакоблока на Гэс 2.ориентир конечная 146 маршрутки с ремонтом.две спальни.гостиная.зал.кухня.коридор.прихожка.пред прихожка и душ и туалет в доме.свет.холодная вода.горячая вода -титан.паркет.тёплый пол.стены-водостойкий гипсокартон.пластиковые окна.большой двор-на 3 машины.есть яма для ремонта и огромный огород-плодовые деревья.баня.летняя кухня.сараи.место для машин перед воротами.маршрутки рядом школы и магазины.спальный район.дом находится в тупике с одними соседями.чистый воздух..распродаю всё.смотрите профиль.
311;15;53000;['/5-bedrooms'. '/novo-pokrovka'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-140-kv-m-5-komnat-id-77254739;"Продаю дом в Новопокровке. Кафе ""Татьяна"" Дом кирпичный. Участок 15 сот. В доме 5 комнат. кухня столовая. сан.узел и ванная в доме. В ванной и на кухне горячая вода - Аристон. Общая площадь дома 140 кв. Во дворе бассейн. Ширина участка 26 м. Район тихий. спокойный."
167;15;50000;['/6-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-108-kv-m-6-komnat-id-37152232;Продаю дом в с. новопавловка . 6 комнат+столовая+кухня. площадь 108кв м + 15 соток. отопление смешанное (газ. свет. твердое топливо). горячая. холодная вода в доме. баня. хоз. постройки. большой огород 3 дерева черешни. яблоня. абрикос. смородина. виноград . клубника.  Рядом школа. базарчик . поликлиника . авторынок в 15 минутах езды. 
352;15;50000;['/4-bedrooms'. '/ala-too'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-15000-kv-m-4-komnaty-id-81793197;Уй сатылат новостройка Ала тоо 2.участок 15 сотка.сарай 26 метр ...Подвалы менен(фундамент 13/12 подвалы менен) Времянка бар 4комнат все условия есть.с красной книгой...Короо тосулган....
347;15;47888;['/7-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-150-kv-m-7-komnat-id-79725844;Срочно Продаю дом в г.Балыкчы . Срочно Продаю 2-х этажный жилой дом с площадью 150 кв.м. Общая площадь участка 15 сотых. Дом из 7 комнат ( 2 больших зала. 1 кухня. 3 спальни. большой холл. душевая комната и туалет отдельный). Со свежим ремонтом. Частично с мебелью. Отопление паровое-твердым топливом и электрическая- 3-х фазное. Есть водонагреватель.  Имеется очок кана. 2 больших погреба. Центральная канализация. Плодовые деревья на участке (яблони. абрикосы. груши. персик. вишня. малина. смородина). Срочно продаю в связи с переездом. торг. с реальными покупателями. Обмен на квартиру в Бишкеке.  
956;15;47000;['/5-bedrooms'. '/owner'. '/rajon-avtorynka-azamat'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-90-kv-m-5-komnat-id-82718108;Дом 5 комнат.Участок 15 соток.Времянка хоз.постройки.Большой двор.Центральный водопровод интернет Акнет.
254;15;45000;['/7-bedrooms'. '/no'. '/owner'. '/rajon-avtorynka-azamat'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-7-komnat-id-83566127;Срочно!!!!продаю дом военно антоновка +времянка+сарай на откорм на 20 бычков
794;15;45000;['/6-bedrooms'. '/owner'. '/sokuluk'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-72-kv-m-6-komnat-id-81490416;Продается дом 72 квадратных метров 3 спальни.зал. гостиная.кухня.прихожая.                       на площади 15 соток. отопления трёх видов (газ. твёрдое топливо и электричество) отопительная комната отдельно В доме водяные теплые полы. телефон. интернет.душ сан узел. проведен природный газ. на участке есть хоз постройки-баня . летняя кухня.гараж.сараи.большой погреб. двор крытый навесом.в конце участка водоем .возле дома родник с чистой питьевой водой. подъезд к дому асфальт. недалеко от центра.рядом больница .школа . детский сад. скотский рынок. базар
898;15;45000;['/5-bedrooms'. '/alamedin-rynok'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-81-kv-m-5-komnat-id-82940992;Дом кирпич. 15соток. 5комнат. коридор. прихожая. отопление 3вида уголь. электротэн. газ эконом котел. дом теплый. крепкий \ Свет. газ. вода \ 2к времянка. баня с отл котлом. хоз-постройки. большой погреб \ Красная книга. Участок 15 соток. широкий. плодородная земля. плодовые деревья. много посадок малины. ягоды и тд\ Можно Под Бизнес аграрное растениводство. сад. разведение животных. полив. отл условия. Можно разделить участок на два хозяина \ Район Аламедин базара. зеленый клин. чистый воздух \ торг Варианты обмена
867;15;45000;['/4-bedrooms'. '/no'. '/novo-pokrovka'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-80-kv-m-4-komnaty-id-80270143;Продается или меняю на 1 комнатную квартиру.4-комнатный большой дом 2010 г.постройки в Новопокровке.Участок 15 соток правильной формы.очень удобен для ведения хозяйства и содержать скот
934;15;45000;['/3-bedrooms'. '/owner'. '/sokuluk'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-90-kv-m-3-komnaty-id-82518622;Продается теплый уютный дом на участке 15 сот. Есть баня. летняя кухня. подведена  вода . счетчик 3 фазы. Вместе с домом продается ещё 2 гектара земли в шаговой доступности! Все подробности по телефону.
760;15;43500;['/4-bedrooms'. '/agent'. '/novo-pokrovka'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-4-komnaty-id-77429067;Продается  Дом кирпичный.1965 года постройки.  В доме  4 комнаты и  санузел. Окна пластиковые +решетки. состояние хорошее.  Во времянке: 1 комната кухня большая. ванна. баня и топка. Аристон 50л.  Отопление печное и электрическое- экономически выгодно.  Во дворе гараж. кладовка-подвал. крытый двор.   А также хозпостройки.  сарай для кур. Огород ухоженный. Есть большой орех. плодоносит.     Адрес: Фрунзе/Московская. вторая верхняя улицы от центральной трассы.  Цена 43500$ мини торг   Звоните
757;15;43000;['/4-bedrooms'. '/owner'. '/sokuluk'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-4-komnaty-id-75744765;Дом 15 сот вместе с полем(клевер)6.8 га. Идеально для выращивания скота.Хоз постройки.гараж.Сокулукский район село Чат-Куль.
756;15;42000;['/4-bedrooms'. '/owner'. '/sokuluk'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-4-komnaty-id-75743763;Дом 15 соток  вместе с поливной землёй(поле) 6.8 га. Сокулукский район село Чат-Куль.Отлично подходит для сельского хозяйства.хоз постройки.гараж.
321;15;40000;['/6-bedrooms'. '/kant'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-1460-kv-m-6-komnat-id-81436654;
119;15;40000;['/5-bedrooms'. '/no'. '/owner'. '/voenno-antonovka'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-5-komnat-id-83160176;Продаю немецкийдом.дом добротный .из 5комнат . есть времянка 3х комнатная. баня.х/з постройки.гараж. огород.сад не большой.есть пастбище для выпаса скота за пределы огорода с большой территорией . отопление комбинированное. Адрес:сокулукский р/н. С фрунзе....
639;15;40000;['/4-bedrooms'. '/archa-beshik'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-4-komnaty-id-46759908;Продаю дом. село Нижний Орок.ул.Орокская дом 42.ниже мечети.4 комнаты. летняя кухня. крытый двор. баня. хозпостройки. участок 15 соток. обращаться по тел.
171;15;40000;['/3-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-110-kv-m-3-komnaty-id-83510847;Продаю или меняю на квартиру дом в Ак-Жоле (Раздольное). Туалет. баня в доме. имеются хоз.постройки. Дом: кирпич+шлакоблок. Канализация: новый септик. Имеется бойлер. Отопление водяное (новая печка). Торг уместен. . 
127;15;39000;['/6-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-6-komnat-id-60021434;Срочно Продаём  дом с мансардой 5 ком.сан узел душ в доме участок 15 соток отопление воденное печка твердое топлево + электричество 3 фазы. топка отдельно.подвал на весь дом.отдельно баня.времянка. хоз постройки.гараж.навес печи для казанов. канюшня на 2лошади.Сад плодоносный.смородина. малина.ежевика. черешня колер.яблони.груши.абрикосы. сливы.орех. Иссык-Кульский район с.Бактуу-Долоноту  (Хутор) участок угловой с очень перспективный расположением для развития бизнеса не доезжая поворота ЦО ‘Каприз’ Срочная цена 39000$ США  Возможны варианты обмена  телефон 0700738777 
764;15;37000;['/4-bedrooms'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-4-komnaty-id-80334955;Продаю участок с домом с. «Кашка-Суу» 15 соток Красная книга !  Участок 15 соток в экологически благоприятном районе Село «Кашка-Суу» в 25 км от г.Бишкек Вторая линия от основной дороги в заповедный парк «Ала-Арча» Участок прямоугольной формы 30 м х 50 м. На участке имеется: дом. свет и вода. Расположение отличное. улица широкая. удобные подъездные пути! Воздух просто прекрасный! От города на машине около 15-20 минут. Цена: 37 000 долларов (торг с реальным клиентом)!!
750;15;37000;['/4-bedrooms'. '/no'. '/owner'. '/sokuluk'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-4-komnaty-id-69735829;Продаю дом в сокулуке улица Кирова.участок 15 соток есть водопровод баня и сараи так же свежий ремонт.просто заходи и живи просим 37000$ 
772;15;35000;['/4-bedrooms'. '/owner'. '/sokuluk'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-70-kv-m-4-komnaty-id-83897188;Пр.дом 15 сот. Сокулук. Гавриловка ул.Пушкина. газ.3ф. с меб. Магазин. сарай. времянка. или обмен на дом Бишкеке районе баят. Щербакова.
38;15;35000;['/3-bedrooms'. '/no'. '/owner'. '/sokuluk'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-3-komnaty-id-75267097;СРОЧНО! СРОЧНО!  Продаём дом в селе Маловодное (Сокулукский район) Дом кирпичный 100м2. участок 15 соток. Прекрасный плодоносящий сад (яблони-сорт превосходное(2). груши-сорт талгарка(2). орешины(4). персик(1). малина(шикарный сорт). смородина(иссык-кульская(3)). крыжовник(3). клубника(бомба).  Хоз. постройки. баня. Реальным покупателям хорошая скидка! Просим за дом 35000$ Р
631;15;35000;['/3-bedrooms'. '/alamedin-rynok'. '/goin'. '/owner'. '/vostochnyi-avtovokzal'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-3-komnaty-id-78253033;ПРОДАЮТСЯ СРОЧНО ДОМ Район старый автовокзал  дом находится по суюнбаева за БЧК всё условия с ремонтом участок в общем 15 соток по факту 7 соток
625;15;35000;['/3-bedrooms'. '/alamedin-rynok'. '/goin'. '/karpinka'. '/owner'. '/vostochnyi-avtovokzal'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-60-kv-m-3-komnaty-id-62368379;Срочно срочно связи выездом Продаю дом с ремонтом изолированный 3 ком все условия иметься видео наблюдения есть времянка 2 ком участок по факту 7 + в ощем 15 соток район старый автовокзал за БЧК реальному клиенту уступлю 
457;15;33000;['/4-bedrooms'. '/belovodskoe'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-270-kv-m-4-komnaty-id-82446334;
78;15;32000;['/4-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-80784420;Продаётся большой дом Внутри дома есть холодная и горячая вода Есть баня+душ трехвазка гараж Адрес:Таласская обл. р.Кара-Буура с.Кызыл-Адыр Рядом есть школа.садик хорошие соседи  Цена:32000$ Реальным клиентом хорошо уступим Звонить только по этим номерам   
84;15;30000;['/4-bedrooms'. '/belovodskoe'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-81668828;Дом.продаю в селе беловодск.45 км от Бишкеке.участок 15с.хозпостройки.баня.гараж.вода в доме.
67;15;29800;['/4-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-77424701;Срочно продаю Отличный дом в с. Ленинское 15 соток 100м2 с ремонтом и мебелью цена:29800$
688;15;27000;['/6-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-63-kv-m-6-komnat-id-76942436;"Продается дом в селе Новониколаевка ( жайылский р-н) . Дом находится не далеко от центральной трассы. Площадь 63 кв. м. В доме 6 жилых комнат. Имеются сарай. баня и скважина (чистая питьевая вода). паровое отопление. Есть большой огород с малиной. ореховым деревом. грушей и д.р. Звонить по тел: ; . Марлен."
883;15;26000;['/5-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-80-kv-m-5-komnat-id-76796886;Продаётся дом в селе Сосновка. Жайылский район. 
485;15;26000;['/3-bedrooms'. '/no'];https://lalafo.kg/bishkek/ads/prodam-dom-35-kv-m-3-komnaty-id-65484440;"Дом 3 комнаты село ""Башкарасуу"" Продаю Дом 3 комнаты. участок 15 соток. Красная книга есть. Месторасположение: село ""Башкарасуу"". Ориентир: не доезжая арки перед въездом в село ""Байтик""  поворот направо. Отличный район. чистый воздух! От города 13 км. Цена 26 000 $ Торг только реальным покупателям  #продаюдомвбишкеке #купитьдомвбишкеке #домбашкарасуу #продаюучасток #купитьучасток"
516;15;26000;['/2-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-42-kv-m-2-komnaty-id-70645894;Продаю полдома район  рынка Азиз кирпичный 2комнаты кухня санузел газ вода свет в доме окна пластик аристон . Недалеко от центра маршрутки едут во всех направлениях тихий район рядом парк 1.5 соток прошу 26000$
825;15;25000;['/4-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-77-kv-m-4-komnaty-id-82996254;Внимание всем бизнесменам ! как вы знаете строиться дорога с Джалал абада до Иссык куля! По пути этой дороги все участки для бизнеса под мораторием! Но есть этот рядом с заправкой РЭД петролеум  дом в селе ЭПКИН вдоль трассы по середине между села Чаеком и Кочкор  который подойдет под Чайхану. хостел. вулканизацию и т.д.   срочно продается 2х этажный дом с участком 15 соток красная книга размер участка 43*37 ! Дом 77м2. Вода есть. электричество есть! Рядом трансформатор! Много места для парковки грузовых и легковых авто! запрашиваемая цена 25000$
36;15;23000;['/5-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-10-kv-m-5-komnat-id-81889561;Срочно продаётся кирпичный дом. по адресу Панфиловский р-н . село Вознесеновка .  Большой  уютный 5-комнатный дом . сарай. кухня.  забор ( пескоблок) . Построен 9г. имеется красная книга . Цена 23000$
546;15;22000;['/3-bedrooms'. '/no'. '/owner'. '/sokuluk'];https://lalafo.kg/bishkek/ads/prodam-dom-48-kv-m-3-komnaty-id-83766518;Уй сатылат 3 комната +2 комната веремянкасы менен участогу 15 сотых короосу тосулган. + 2 гектар сугат жери менен. документтери толук .  адрес сокулук району Арал айылнда центрдан 4 км баасы 22000$  ала тургандар болсо дагы суйлошобуз.
348;15;20000;['/7-bedrooms'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-150-kv-m-7-komnat-id-82342974;Продаю дачу двух этажным домом  в хорошем месте выше Байтика участок 15 соток вода все есть чистый воздух красивая природа по цене возможен торг адрес: Выше Байтика село. Кайырма
800;15;20000;['/4-bedrooms'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-74-kv-m-4-komnaty-id-68699860;Продаю дом в г.Орловка (Кеминский район) 4 комнаты. из жженного кирпича. полез.площ 74.5 кв.м. жил.площ 53.0 кв.м.. большой зем. участок 15.5 соток (объединены 2 участка). с поливом огорода нет проблем. в дом проведена вода. отопление комбинированное: электрическое/твёрдое. гараж. склад. баня. Прошу 20 000 долларов США. Мини торг при осмотре.
15;15;17000;['/3-bedrooms'. '/agent'. '/no'];https://lalafo.kg/bishkek/ads/prodam-dom-1-kv-m-3-komnaty-id-83340125;Срочно! Продаю дом на Иссык куле. Бостери. Хутор. бактуу долоноту. Рассмотрю рассрочку.
494;15;16000;['/3-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-38-kv-m-3-komnaty-id-74098309;Продаю дачу в горной местности. Ысык-Атинский район. Очень красивая природа вокруг. Спокойно и вдалеке от города. Есть красная книга. Участок 15 соток. 
463;15;15000;['/2-bedrooms'. '/no'. '/owner'. '/sadovoe'];https://lalafo.kg/bishkek/ads/prodam-dom-30-kv-m-2-komnaty-id-81525855;Продается дом. село Садовое. участок 15 соток. дом 2 комнаты. хоз.постройки. есть возможность расширения участка. вода. электричество. красная книга. 
413;14;65000;['/5-bedrooms'. '/owner'. '/voenno-antonovka'];https://lalafo.kg/bishkek/ads/prodam-dom-200-kv-m-5-komnat-id-74338367;Срочно!!! Продается дом в с.Военно-антоновка. 5 ком. 10м на 12метров. кухня. сан.Узел. 3х фазка. отопление и углярка в подвале. имеются хоз.Постройки. сарай для  крс и мрс скота. огород и сад. Участок 14 соток. Цена договорная 
217;14;64400;['/4-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-120-kv-m-4-komnaty-id-79478865;Продаётся дом 120 кв.м. с земельным участком 14.5 соток в с.Байтик.  Дом кирпичный-со всеми удобствами. Окна пластиковые. полы деревянные. Есть летняя кухня. погреб и хозяйственные постройки. туалет и ванная внутри. Из коммуникаций: электричество. отопление - котёл на твёрдом топливе и элэкт.. центральная канализация. артезианская вода.   Участок правильной формы 29х35м. Огорожен. облагорожен. Подъезд с 2х сторон. От центральной улицы 5 минут. Земля очень плодородная и ухоженная. в данный момент посажено около 30 видов различных цветов. кустарников и деревьев. Чистейший воздух и отличные соседи в подарок  Цена 66.600 $ США (возможен торг) Обмен на дом в г.Каракол (Иссык-Куль) с доплатой нам. Тел: .  (w/a).
202;14;58000;['/5-bedrooms'. '/lebedinovka'. '/no'. '/owner'];https://lalafo.kg/bishkek/ads/prodam-dom-118-kv-m-5-komnat-id-61435057;Большой .кирпичный дом(красный кирпич). общ.площадь 118м2. дом утеплён.со всеми условиями. Аристон на 150литров. душевая кабина. сан узел в доме. есть wi-fi.кондиционер. Отопление электрическое и твёрдое. Зимой дома очень тепло.летом прохладно. Есть летняя кухня.баня.гараж и склад. Есть большой сарай 4комнаты.курятник+сеновал. Участок по документам 14соток.фактически 17соток. Дорога асвальтированная. Адрес:Лебединовка.начало с .Восток. есть WhatsApp. Договоримся.возможно останется вся мебель. торг.уместен
49;14;55000;['/4-bedrooms'. '/no'. '/owner'. '/sokuluk'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-4-komnaty-id-57193000;Срочно Продаю дом. сокулукский р-н. г.Шопоков. мансардный тип 1/5 этажа  (газ. свет. вода).14 сотых. пластиковые окна. ламинат  пол. плотность стены два кирпича. рядом 3 школы. 2 садика. со всеми удобствами.
262;14;49000;['/5-bedrooms'. '/owner'. '/rajon-avtorynka-azamat'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-122-kv-m-5-komnat-id-80570865;Продаеться благоустроенный дом с мебелью. бытовой техникой .   В доме : 4 спальных комнат . зал . кухня . два коридора . ванная .    Имеется Домашний телефон и интернет . На участке имеется летняя кухня . топчан . гараж . баня . другие хозпостройки . сарай . огород .   В шаговой доступности школа . садик . магазины . до города Бишкек 15 мин на машине .  Общая площадь составляет 14 соток . имееться красная книга .  Дома все удобства . оставляем всю мебель и технику ( холодильник . стиральную машину . духовку .вытяжку ) . адрес Савхоз . Фрунзе . район авторынка . ХОроший торг . на месте !  звоните 
102;14;45000;['/5-bedrooms'. '/novo-pokrovka'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-100-kv-m-5-komnat-id-61204088;С. Новопокровка  продам дом на участке 100 кв.м  . 14 соток .Иссык- Атинский район.12 км от Бишкека.  Общая площадь дома -100 кв.м   -Времянка (пристройка) - 40 кВ.м  с кухней.отдельно стоящим туалетом. совмещеной ванной и баней  -гараж -хоз.постройки на территории -погреб  -летний туалет  Всего под застройку 237 кв.м   Автомобиль можно парковать как на территории.так и в гараже.  Дом одноэтажный .5 комнат (4+ прихожая .сделанная под комнату) .Сделан косметический ремонт .Интернет .wifi. Продается с мебелью.  коммуникации: Отапливается на электричестве и твердом топливе.   Огород ухоженный .полив-скважина.
412;14;40000;['/5-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-200-kv-m-5-komnat-id-66069577;Продаю дом.Все хоз постройки евро ремонт.
868;14;39999;['/4-bedrooms'. '/ak-tilek'];https://lalafo.kg/bishkek/ads/prodam-dom-80-kv-m-4-komnaty-id-81470758;Продается дом в Нижней Ала-Арче. участок 14 соток (на 8 соток красная книга. на остальное имеется решение). Имеется ГАЗ. 3х фазка. центральная канализация.  времянка. хозпостройки и т.д.
980;14;32000;['/4-bedrooms'. '/owner'. '/yes'];https://lalafo.kg/bishkek/ads/prodam-dom-96-kv-m-4-komnaty-id-83515843;Продам немецкий кирпичный дом в селе Фрунзе 3 спальни .зал .кухня . веранда. прихожая. баня .гараж. хоз постройки . огород . своя скважина на полив и дом. отопление  уголь + электричество .14 соток в 17 км от города  После нового года будет проведен газ 3х фазска(умный счетчик ) школа магазины дет сад в шаговой доступности . Интернет . телефон вайфай .хорошее расположение для содержания хозяйства . Начало на въезде с военно- Антоновки .  . !!!!!! Реальному покупателю уступлю !!!!!  . В эту сумму входит вся мебель. паласы .посуда . и постельные принадлежности.   . .  
